Season,Team1,Team2,WinRatio,Team1WinPer
2014,3297,3229,0.253,1.0
2014,3312,3306,-0.35,0.0
2014,3321,3152,0.462,1.0
2014,3222,3322,-0.41900000000000004,0.0
2014,3237,3345,-0.03400000000000014,0.0
2014,3318,3353,-0.30999999999999994,0.0
2014,3113,3360,-0.014000000000000123,0.0
2014,3395,3374,-0.0050000000000000044,0.0
2014,3239,3378,-0.16699999999999998,0.0
2014,3402,3400,-0.17299999999999993,0.0
2014,3341,3401,-0.298,0.0
2014,3403,3307,-0.16000000000000006,1.0
2014,3425,3361,0.21400000000000002,1.0
2014,3258,3429,-0.183,0.0
2014,3144,3448,0.11899999999999994,0.0
2014,3276,3462,0.32299999999999995,0.0
2014,3265,3107,-0.05700000000000005,0.0
2014,3119,3192,0.671,1.0
2014,3124,3311,0.3460000000000001,1.0
2014,3125,3252,0.252,1.0
2014,3127,3137,-0.38500000000000006,0.0
2014,3367,3181,-0.28500000000000003,0.0
2014,3245,3182,-0.38,0.0
2014,3105,3184,-0.35200000000000004,0.0
2014,3244,3205,-0.317,0.0
2014,3430,3206,-0.05100000000000002,0.0
2014,3273,3208,-0.1070000000000001,0.0
2014,3309,3212,-0.31,0.0
2014,3259,3216,-0.252,0.0
2014,3228,3290,-0.023999999999999966,1.0
2014,3426,3230,-0.02899999999999997,0.0
2014,3427,3249,-0.15299999999999997,0.0
2014,3261,3257,-0.269,0.0
2014,3295,3263,-0.3899999999999999,0.0
2014,3270,3349,0.13400000000000006,1.0
2014,3277,3145,0.27699999999999997,1.0
2014,3191,3281,-0.06700000000000006,0.0
2014,3342,3300,-0.009000000000000008,0.0
2014,3129,3308,0.20300000000000007,0.0
2014,3326,3433,-0.22399999999999998,1.0
2014,3328,3211,-0.33100000000000007,1.0
2014,3337,3414,-0.32200000000000006,1.0
2014,3123,3338,0.17400000000000004,0.0
2014,3254,3351,-0.16899999999999998,0.0
2014,3369,3282,-0.023999999999999966,1.0
2014,3376,3158,0.32300000000000006,1.0
2014,3381,3394,0.10399999999999998,1.0
2014,3171,3393,-0.5309999999999999,0.0
2014,3151,3397,0.06199999999999983,0.0
2014,3411,3223,0.23200000000000004,1.0
2014,3435,3175,0.399,1.0
2014,3250,3437,-0.314,0.0
2014,3196,3439,0.14599999999999996,0.0
2014,3178,3444,-0.24,0.0
2014,3284,3447,-0.057999999999999996,0.0
2014,3458,3454,0.07799999999999996,1.0
2014,3459,3421,-0.15399999999999997,1.0
2014,3122,3117,-0.381,0.0
2014,3132,3310,0.538,1.0
2014,3160,3108,0.2809999999999999,1.0
2014,3268,3163,-0.19999999999999996,0.0
2014,3173,3103,0.05700000000000005,1.0
2014,3174,3448,0.2,1.0
2014,3344,3180,-0.251,0.0
2014,3187,3456,0.44800000000000006,1.0
2014,3380,3197,0.15900000000000014,0.0
2014,3143,3203,0.03299999999999992,0.0
2014,3218,3450,0.052000000000000046,1.0
2014,3220,3200,-0.31699999999999995,1.0
2014,3291,3225,-0.14800000000000002,0.0
2014,3227,3226,0.336,1.0
2014,3232,3231,0.04500000000000004,0.0
2014,3334,3233,-0.268,0.0
2014,3162,3248,-0.253,0.0
2014,3260,3236,-0.13700000000000007,1.0
2014,3272,3460,-0.339,1.0
2014,3274,3292,-0.3460000000000001,0.0
2014,3209,3299,-0.4059999999999999,0.0
2014,3428,3304,-0.41899999999999993,0.0
2014,3305,3253,0.03600000000000003,1.0
2014,3347,3313,-0.22800000000000004,0.0
2014,3170,3333,-0.08799999999999997,0.0
2014,3449,3339,0.10000000000000003,0.0
2014,3355,3207,0.387,1.0
2014,3418,3358,-0.0,0.0
2014,3371,3451,0.39599999999999996,1.0
2014,3382,3453,-0.0029999999999998916,1.0
2014,3386,3455,-0.10200000000000009,1.0
2014,3387,3183,-0.015000000000000013,1.0
2014,3142,3390,-0.32499999999999996,0.0
2014,3372,3391,-0.18099999999999994,0.0
2014,3392,3133,0.483,1.0
2014,3407,3398,-0.0,0.0
2014,3363,3415,0.10700000000000001,0.0
2014,3198,3416,0.12799999999999995,0.0
2014,3419,3368,0.09199999999999994,1.0
2014,3422,3354,0.0020000000000000018,1.0
2014,3452,3279,0.488,1.0
2014,3172,3457,-0.25,0.0
2014,3286,3461,-0.15700000000000003,0.0
2014,3112,3364,-0.07400000000000004,1.0
2014,3116,3202,0.061999999999999944,1.0
2014,3348,3131,-0.18699999999999997,0.0
2014,3389,3135,-0.257,0.0
2014,3130,3140,-0.41200000000000003,0.0
2014,3441,3144,-0.11699999999999999,0.0
2014,3324,3145,-0.040000000000000036,0.0
2014,3159,3384,-0.20199999999999996,1.0
2014,3179,3161,-0.236,0.0
2014,3138,3165,0.052000000000000046,0.0
2014,3166,3278,-0.031000000000000028,1.0
2014,3176,3102,0.24700000000000003,1.0
2014,3188,3282,0.022000000000000075,1.0
2014,3201,3168,0.2899999999999999,1.0
2014,3240,3204,0.11499999999999999,0.0
2014,3379,3214,-0.07499999999999996,0.0
2014,3295,3217,-0.635,0.0
2014,3279,3218,-0.18000000000000005,0.0
2014,3221,3262,0.477,1.0
2014,3381,3223,0.297,0.0
2014,3225,3260,0.398,1.0
2014,3430,3255,-0.060000000000000026,0.0
2014,3258,3308,-0.032999999999999974,1.0
2014,3136,3263,0.015000000000000013,0.0
2014,3420,3271,-0.16900000000000004,0.0
2014,3275,3152,0.229,1.0
2014,3178,3276,-0.40199999999999997,0.0
2014,3236,3291,-0.11299999999999993,0.0
2014,3299,3391,0.01200000000000001,1.0
2014,3301,3342,0.404,1.0
2014,3306,3318,0.19999999999999996,0.0
2014,3323,3434,0.806,1.0
2014,3287,3325,0.11699999999999994,0.0
2014,3294,3329,-0.278,0.0
2014,3463,3357,0.06399999999999995,0.0
2014,3366,3149,0.38200000000000006,1.0
2014,3372,3209,0.21299999999999997,1.0
2014,3373,3192,0.18699999999999997,1.0
2014,3374,3186,0.050000000000000044,1.0
2014,3385,3383,0.05499999999999994,1.0
2014,3388,3139,0.20999999999999996,1.0
2014,3402,3395,-0.07900000000000007,0.0
2014,3120,3396,0.04999999999999993,0.0
2014,3404,3346,0.138,1.0
2014,3406,3264,0.133,1.0
2014,3184,3421,0.21900000000000008,0.0
2014,3423,3297,-0.42999999999999994,1.0
2014,3243,3431,-0.38,0.0
2014,3256,3438,-0.07700000000000001,0.0
2014,3293,3443,-0.38,0.0
2014,3450,3452,-0.36,0.0
2014,3269,3110,-0.581,0.0
2014,3403,3113,-0.503,0.0
2014,3119,3451,0.589,1.0
2014,3143,3207,0.377,1.0
2014,3151,3125,0.4539999999999999,1.0
2014,3245,3153,-0.18599999999999997,0.0
2014,3300,3157,-0.065,0.0
2014,3367,3158,-0.015000000000000013,0.0
2014,3163,3336,0.241,1.0
2014,3169,3155,0.15600000000000003,1.0
2014,3170,3332,0.08299999999999996,1.0
2014,3181,3104,0.3509999999999999,1.0
2014,3185,3156,0.07100000000000006,1.0
2014,3259,3187,-0.5570000000000002,0.0
2014,3196,3244,0.413,1.0
2014,3398,3197,-0.15399999999999991,0.0
2014,3199,3341,0.193,1.0
2014,3200,3334,0.20999999999999985,1.0
2014,3208,3326,0.16900000000000004,1.0
2014,3224,3312,0.10499999999999998,1.0
2014,3108,3228,-0.009000000000000008,0.0
2014,3298,3233,-0.06500000000000006,0.0
2014,3234,3392,0.015000000000000013,1.0
2014,3237,3283,0.23799999999999993,1.0
2014,3166,3242,0.18799999999999994,0.0
2014,3141,3246,-0.10499999999999998,0.0
2014,3248,3338,0.11200000000000004,1.0
2014,3253,3362,0.14400000000000002,1.0
2014,3257,3328,0.3340000000000001,1.0
2014,3266,3435,0.05600000000000005,1.0
2014,3277,3173,-0.05700000000000005,1.0
2014,3280,3309,0.5379999999999999,1.0
2014,3417,3314,-0.32699999999999996,0.0
2014,3315,3377,0.12299999999999989,1.0
2014,3424,3321,-0.09999999999999998,0.0
2014,3330,3347,0.3539999999999999,1.0
2014,3343,3265,-0.10399999999999987,1.0
2014,3345,3405,0.2240000000000001,1.0
2014,3164,3352,-0.1389999999999999,0.0
2014,3353,3247,0.20999999999999996,1.0
2014,3355,3320,0.15799999999999992,1.0
2014,3191,3363,0.179,0.0
2014,3376,3371,0.29000000000000004,1.0
2014,3133,3378,-0.33299999999999996,0.0
2014,3382,3193,0.030000000000000027,1.0
2014,3390,3413,0.4389999999999999,1.0
2014,3397,3210,0.19900000000000007,1.0
2014,3222,3401,-0.556,0.0
2014,3249,3409,0.15699999999999997,0.0
2014,3350,3412,-0.04899999999999999,0.0
2014,3305,3414,0.051000000000000045,0.0
2014,3365,3415,0.096,0.0
2014,3427,3426,0.295,1.0
2014,3189,3433,-0.262,0.0
2014,3137,3439,0.08500000000000002,0.0
2014,3442,3454,0.14,1.0
2014,3279,3450,-0.128,0.0
2014,3452,3218,0.30799999999999994,1.0
2014,3182,3453,-0.08699999999999997,0.0
2014,3296,3458,0.022000000000000075,0.0
2014,3103,3460,-0.04800000000000004,0.0
2014,3115,3462,-0.184,0.0
2014,3124,3349,0.446,1.0
2014,3132,3139,0.371,1.0
2014,3308,3142,-0.248,0.0
2014,3177,3229,0.4790000000000001,1.0
2014,3231,3146,0.028999999999999915,1.0
2014,3236,3356,0.30900000000000005,1.0
2014,3238,3272,0.08100000000000002,0.0
2014,3444,3276,-0.16199999999999998,0.0
2014,3339,3285,-0.21000000000000002,0.0
2014,3287,3267,0.09699999999999992,1.0
2014,3301,3288,0.631,1.0
2014,3152,3303,-0.322,0.0
2014,3316,3359,-0.16599999999999998,1.0
2014,3329,3226,0.328,1.0
2014,3171,3344,-0.05400000000000002,0.0
2014,3361,3360,-0.2910000000000001,0.0
2014,3232,3391,-0.1359999999999999,0.0
2014,3393,3165,0.20999999999999996,1.0
2014,3395,3212,0.25200000000000006,1.0
2014,3457,3387,0.336,1.0
2014,3116,3292,-0.246,1.0
2014,3105,3120,-0.3329999999999999,0.0
2014,3144,3423,0.42999999999999994,1.0
2014,3145,3127,0.266,1.0
2014,3204,3169,-0.2390000000000001,0.0
2014,3284,3174,-0.42500000000000004,0.0
2014,3111,3205,-0.08800000000000002,0.0
2014,3406,3206,0.175,0.0
2014,3208,3202,0.08399999999999996,1.0
2014,3217,3198,0.3400000000000001,1.0
2014,3219,3456,0.401,1.0
2014,3250,3291,-0.175,1.0
2014,3268,3203,0.133,1.0
2014,3407,3273,-0.16899999999999993,0.0
2014,3324,3274,-0.13999999999999996,0.0
2014,3298,3389,0.674,1.0
2014,3343,3351,0.2450000000000001,1.0
2014,3358,3223,0.03600000000000003,1.0
2014,3354,3367,-0.30199999999999994,0.0
2014,3374,3290,0.26700000000000007,1.0
2014,3114,3379,-0.20000000000000007,0.0
2014,3382,3310,0.3640000000000001,1.0
2014,3394,3125,0.13399999999999995,1.0
2014,3307,3400,-0.28899999999999987,0.0
2014,3404,3117,0.10699999999999998,1.0
2014,3368,3408,-0.41400000000000003,0.0
2014,3411,3270,0.05799999999999994,1.0
2014,3209,3416,0.07700000000000001,0.0
2014,3428,3429,-0.09599999999999997,0.0
2014,3438,3251,-0.16899999999999998,1.0
2014,3443,3369,0.429,1.0
2014,3448,3172,-0.032999999999999974,1.0
2014,3370,3449,-0.06700000000000006,0.0
2014,3463,3131,0.07,1.0
2014,3168,3107,-0.475,0.0
2014,3420,3110,-0.603,0.0
2014,3119,3264,0.47400000000000003,1.0
2014,3135,3136,-0.1909999999999999,1.0
2014,3148,3306,-0.20700000000000002,1.0
2014,3459,3149,-0.006000000000000005,0.0
2014,3160,3234,-0.21700000000000008,1.0
2014,3332,3163,-0.483,0.0
2014,3138,3182,-0.06099999999999994,0.0
2014,3191,3123,-0.029000000000000026,1.0
2014,3442,3194,-0.129,0.0
2014,3150,3195,-0.2879999999999999,0.0
2014,3211,3186,0.362,1.0
2014,3222,3317,-0.17600000000000002,1.0
2014,3188,3227,-0.38299999999999995,0.0
2014,3447,3233,-0.5390000000000001,0.0
2014,3244,3240,-0.23799999999999993,0.0
2014,3418,3249,-0.15699999999999997,0.0
2014,3259,3224,-0.188,1.0
2014,3214,3261,0.262,0.0
2014,3269,3353,-0.581,1.0
2014,3276,3338,0.22599999999999998,1.0
2014,3178,3277,-0.5309999999999999,0.0
2014,3278,3242,0.21899999999999997,1.0
2014,3375,3311,-0.2739999999999999,0.0
2014,3254,3312,0.04999999999999999,0.0
2014,3348,3318,-0.19300000000000003,0.0
2014,3295,3320,-0.40900000000000003,0.0
2014,3220,3321,-0.03600000000000003,0.0
2014,3328,3426,0.4099999999999999,1.0
2014,3137,3336,-0.20699999999999996,0.0
2014,3216,3344,0.18599999999999997,0.0
2014,3362,3363,0.066,0.0
2014,3112,3372,-0.433,0.0
2014,3376,3155,0.46499999999999997,1.0
2014,3300,3378,-0.22099999999999997,0.0
2014,3385,3346,0.051999999999999935,1.0
2014,3180,3386,-0.22599999999999998,0.0
2014,3126,3391,-0.4239999999999999,0.0
2014,3393,3271,0.43399999999999994,1.0
2014,3282,3405,-0.15500000000000003,0.0
2014,3313,3422,0.17400000000000002,0.0
2014,3437,3357,0.33299999999999996,1.0
2014,3441,3421,0.136,1.0
2014,3243,3455,-0.43300000000000005,0.0
2014,3464,3297,-0.138,1.0
2014,3104,3458,0.12200000000000005,1.0
2014,3124,3366,0.31199999999999994,1.0
2014,3130,3198,-0.03799999999999992,1.0
2014,3142,3305,0.013999999999999901,1.0
2014,3412,3151,-0.3899999999999999,0.0
2014,3377,3179,0.03600000000000003,0.0
2014,3435,3181,-0.19699999999999995,0.0
2014,3183,3260,0.08500000000000002,1.0
2014,3199,3196,0.03200000000000003,1.0
2014,3384,3206,0.21099999999999997,0.0
2014,3228,3356,0.10400000000000004,1.0
2014,3153,3235,-0.24800000000000005,0.0
2014,3434,3237,-0.496,0.0
2014,3241,3350,0.38099999999999995,1.0
2014,3252,3246,-0.55,0.0
2014,3193,3250,0.24800000000000005,0.0
2014,3255,3462,0.009000000000000008,1.0
2014,3257,3325,0.606,1.0
2014,3266,3141,0.03200000000000003,1.0
2014,3280,3399,0.15899999999999992,1.0
2014,3281,3369,0.24600000000000005,1.0
2014,3190,3287,-0.09299999999999997,0.0
2014,3133,3296,-0.10000000000000003,0.0
2014,3299,3172,0.2929999999999999,1.0
2014,3304,3115,0.732,1.0
2014,3314,3157,0.283,1.0
2014,3333,3258,0.38799999999999996,1.0
2014,3380,3349,0.25900000000000006,0.0
2014,3342,3354,0.13899999999999998,0.0
2014,3337,3355,-0.516,0.0
2014,3430,3381,-0.483,0.0
2014,3388,3364,0.469,1.0
2014,3392,3192,0.647,1.0
2014,3394,3398,0.20699999999999996,1.0
2014,3176,3414,-0.235,0.0
2014,3322,3427,0.18,0.0
2014,3433,3410,0.28099999999999997,1.0
2014,3293,3460,-0.388,0.0
2014,3103,3145,0.27699999999999997,1.0
2014,3114,3272,0.181,1.0
2014,3283,3116,-0.181,0.0
2014,3117,3245,0.43400000000000005,1.0
2014,3322,3124,-0.266,0.0
2014,3131,3163,-0.6060000000000001,0.0
2014,3162,3168,-0.18600000000000003,0.0
2014,3463,3200,-0.31699999999999995,0.0
2014,3223,3238,-0.10700000000000004,0.0
2014,3263,3254,0.23299999999999993,1.0
2014,3132,3265,0.05300000000000005,0.0
2014,3279,3368,0.146,1.0
2014,3331,3298,-0.488,0.0
2014,3330,3326,0.04699999999999993,0.0
2014,3425,3329,-0.09499999999999997,0.0
2014,3125,3345,-0.2720000000000001,0.0
2014,3353,3224,0.355,1.0
2014,3366,3427,0.13400000000000006,1.0
2014,3370,3340,0.25,1.0
2014,3284,3382,-0.45500000000000007,0.0
2014,3408,3423,0.499,1.0
2014,3409,3444,0.010000000000000009,1.0
2014,3429,3226,0.069,1.0
2014,3319,3431,-0.449,0.0
2014,3436,3316,0.05400000000000002,1.0
2014,3347,3448,-0.28800000000000003,0.0
2014,3201,3450,0.17499999999999993,0.0
2014,3373,3453,-0.41,0.0
2014,3113,3344,0.477,1.0
2014,3119,3135,0.417,1.0
2014,3123,3178,0.35000000000000003,1.0
2014,3124,3427,0.446,1.0
2014,3132,3330,0.3380000000000001,1.0
2014,3165,3137,-0.052000000000000046,0.0
2014,3140,3169,0.25,1.0
2014,3146,3419,0.2380000000000001,1.0
2014,3416,3150,-0.19,0.0
2014,3307,3160,-0.18099999999999988,0.0
2014,3161,3229,0.43400000000000005,1.0
2014,3163,3284,0.758,1.0
2014,3166,3222,0.4,1.0
2014,3189,3187,-0.27600000000000013,0.0
2014,3191,3122,0.21399999999999997,1.0
2014,3156,3194,-0.08800000000000008,0.0
