Season,Team1,Team2,WinRatio,PPG,AllowedPPG,Team1WinPer
2014,3255,3371,-0.31399999999999995,-14.498999999999995,-1.4439999999999884,0.0
2014,3149,3376,-0.6859999999999999,-13.305000000000007,16.755000000000003,0.0
2014,3377,3168,0.16700000000000004,13.567000000000007,8.73299999999999,1.0
2014,3129,3381,-0.15399999999999991,-3.6430000000000007,0.9399999999999977,0.0
2014,3357,3385,-0.2879999999999999,2.308000000000007,10.155000000000001,0.0
2014,3386,3291,0.11599999999999999,1.6640000000000015,-5.881999999999998,1.0
2014,3449,3388,-0.1429999999999999,-4.594000000000008,1.3799999999999955,0.0
2014,3392,3312,0.5,8.454999999999998,-6.236999999999995,1.0
2014,3394,3442,0.17899999999999994,-9.537000000000006,-13.30299999999999,1.0
2014,3396,3247,-0.017000000000000015,6.547000000000004,5.1739999999999995,1.0
2014,3397,3292,-0.03499999999999992,11.331999999999994,8.286999999999999,1.0
2014,3404,3209,0.387,17.451999999999998,-1.161999999999992,1.0
2014,3106,3407,0.121,-15.411000000000008,-17.724999999999994,0.0
2014,3309,3408,-0.655,-20.240999999999993,16.620999999999988,0.0
2014,3409,3411,-0.196,-1.0259999999999962,3.022999999999996,0.0
2014,3416,3148,-0.08299999999999996,-6.905000000000001,-1.3599999999999994,1.0
2014,3303,3418,-0.069,0.7330000000000041,0.7000000000000028,0.0
2014,3424,3365,0.09000000000000002,-0.12999999999999545,-7.306999999999988,1.0
2014,3425,3413,0.18,0.5180000000000007,-3.7509999999999906,1.0
2014,3428,3176,0.10599999999999998,-9.451999999999998,-12.954000000000008,1.0
2014,3111,3435,-0.192,-9.812000000000005,-1.225999999999999,0.0
2014,3269,3444,-0.29,-4.580000000000005,10.031999999999996,0.0
2014,3296,3453,-0.3329999999999999,-6.533999999999992,4.233999999999995,0.0
2014,3236,3455,-0.331,4.549000000000007,19.33099999999999,0.0
2014,3460,3356,0.5860000000000001,26.886999999999993,5.173000000000002,1.0
2014,3218,3113,-0.1429999999999999,-5.402000000000001,-2.5259999999999962,0.0
2014,3120,3204,0.20999999999999996,2.411999999999999,-7.550999999999995,1.0
2014,3124,3212,0.569,15.414000000000001,-16.07399999999999,1.0
2014,3132,3233,0.03199999999999992,-3.6770000000000067,-10.418999999999997,1.0
2014,3436,3136,-0.31499999999999995,-9.742999999999995,2.135000000000005,0.0
2014,3163,3216,0.581,23.835,-16.323,1.0
2014,3173,3415,0.553,14.788000000000011,-2.4740000000000038,1.0
2014,3182,3177,-0.19900000000000007,-14.37899999999999,-7.341000000000008,0.0
2014,3180,3405,-0.016000000000000014,-10.048000000000002,-11.725000000000001,1.0
2014,3394,3193,-0.08100000000000007,5.359000000000002,3.919000000000004,0.0
2014,3238,3203,-0.16700000000000004,-10.033000000000001,0.13299999999999557,0.0
2014,3142,3217,-0.19700000000000006,4.382999999999996,12.359000000000009,0.0
2014,3231,3324,0.20700000000000002,1.8829999999999956,-5.6640000000000015,1.0
2014,3375,3232,-0.386,-4.68,9.694999999999993,0.0
2014,3125,3237,-0.23799999999999993,-5.11999999999999,5.779999999999994,0.0
2014,3260,3257,-0.538,-17.91300000000001,9.338000000000001,0.0
2014,3448,3266,-0.21000000000000002,-5.572999999999993,1.3070000000000022,0.0
2014,3112,3276,-0.414,-11.294000000000004,1.2909999999999968,0.0
2014,3320,3278,-0.07299999999999995,-0.8370000000000033,4.705999999999989,0.0
2014,3153,3297,-0.16699999999999998,-11.287000000000006,-3.9529999999999887,0.0
2014,3307,3258,0.06700000000000006,-8.06600000000001,-11.0,1.0
2014,3317,3282,0.025000000000000022,-8.89200000000001,-7.5,1.0
2014,3323,3423,0.844,33.343999999999994,-8.968999999999994,1.0
2014,3175,3330,-0.31099999999999994,-5.455999999999989,8.793000000000006,0.0
2014,3332,3167,-0.09799999999999998,19.78200000000001,14.78500000000001,1.0
2014,3360,3294,0.2600000000000001,5.75,-6.350000000000001,1.0
2014,3335,3383,0.1529999999999999,-1.5900000000000034,-6.276000000000003,0.0
2014,3130,3390,-0.5059999999999999,-11.093999999999994,10.239000000000004,0.0
2014,3419,3395,-0.2290000000000001,6.661999999999992,17.105000000000004,0.0
2014,3202,3421,0.2380000000000001,5.8530000000000015,0.6470000000000056,0.0
2014,3433,3464,0.262,6.322999999999993,-6.037999999999997,1.0
2014,3437,3290,0.433,3.3329999999999984,-13.867000000000004,1.0
2014,3224,3439,-0.11200000000000004,-4.248000000000005,5.223000000000006,0.0
2014,3412,3442,0.10899999999999999,-8.522000000000006,-12.37299999999999,0.0
2014,3443,3122,0.46399999999999997,4.347999999999999,-13.875,1.0
2014,3284,3463,-0.22199999999999998,-8.207,1.656000000000006,0.0
2014,3107,3444,0.456,4.878,-15.278000000000006,1.0
2014,3303,3108,0.09299999999999997,11.807000000000002,-1.7000000000000028,0.0
2014,3114,3358,0.17099999999999999,-3.2239999999999966,-11.496000000000002,1.0
2014,3141,3269,0.516,20.321999999999996,-2.418999999999997,1.0
2014,3146,3279,0.18400000000000005,-12.551000000000002,-17.945999999999998,1.0
2014,3155,3459,0.22700000000000004,0.42899999999999494,-4.617000000000004,1.0
2014,3170,3361,0.16699999999999998,19.132999999999996,16.067000000000007,1.0
2014,3181,3143,0.118,9.841999999999999,-1.857999999999997,1.0
2014,3206,3187,-0.4660000000000001,-2.721999999999994,11.502000000000002,0.0
2014,3196,3316,0.434,20.132999999999996,4.021999999999991,1.0
2014,3208,3342,0.28500000000000003,16.36500000000001,4.986000000000004,1.0
2014,3441,3210,-0.17600000000000005,-18.303999999999988,-8.340000000000003,0.0
2014,3404,3211,-0.10499999999999998,9.158000000000001,15.873000000000005,0.0
2014,3214,3389,0.775,21.561999999999998,-8.200000000000003,1.0
2014,3319,3218,-0.25700000000000006,8.260000000000005,16.644999999999996,0.0
2014,3173,3234,0.0020000000000000018,3.3200000000000216,3.573999999999998,0.0
2014,3315,3235,0.02299999999999991,-4.805000000000007,-0.7689999999999984,0.0
2014,3331,3242,-0.12,-3.5450000000000017,3.085000000000008,0.0
2014,3150,3243,0.121,5.740000000000002,-0.2360000000000042,0.0
2014,3184,3245,0.31900000000000006,12.966999999999999,-0.8810000000000144,0.0
2014,3447,3246,-0.45,-17.010999999999996,4.38900000000001,0.0
2014,3135,3248,-0.10999999999999999,-0.9170000000000016,1.316999999999993,0.0
2014,3386,3261,0.09699999999999998,2.6129999999999995,-0.517000000000003,0.0
2014,3264,3192,0.19699999999999998,-0.43599999999999994,-7.692000000000007,1.0
2014,3259,3268,-0.633,-29.967,1.267000000000003,0.0
2014,3188,3281,-0.2,-5.099999999999994,6.299999999999997,0.0
2014,3286,3169,-0.09800000000000009,5.789999999999992,8.161000000000001,1.0
2014,3287,3252,0.19299999999999995,-6.153000000000006,-14.731000000000009,1.0
2014,3298,3392,0.02400000000000002,2.3490000000000038,-0.9790000000000063,1.0
2014,3227,3321,0.25,3.8640000000000043,-0.9789999999999992,0.0
2014,3462,3325,-0.018000000000000016,-2.703000000000003,-1.539999999999992,0.0
2014,3194,3326,0.050000000000000044,10.963999999999999,7.5,0.0
2014,3328,3455,-0.2640000000000001,5.503,11.585999999999999,1.0
2014,3329,3426,0.604,9.765,-11.568000000000005,1.0
2014,3336,3200,-0.02199999999999991,8.896999999999991,10.938000000000002,1.0
2014,3123,3345,-0.19500000000000006,-6.492999999999995,-1.387999999999991,0.0
2014,3350,3274,-0.06599999999999989,-5.834000000000003,-0.8670000000000044,1.0
2014,3343,3353,0.004000000000000115,8.719999999999999,4.508000000000003,0.0
2014,3359,3272,-0.07400000000000001,-8.862999999999992,-8.667999999999992,1.0
2014,3162,3362,-0.17300000000000001,-9.060999999999993,-2.6880000000000024,0.0
2014,3351,3371,-0.11199999999999999,-7.2819999999999965,-3.5829999999999984,0.0
2014,3212,3374,-0.25700000000000006,0.9860000000000042,9.49499999999999,0.0
2014,3376,3256,0.496,8.632000000000005,-12.902999999999999,1.0
2014,3148,3378,-0.20700000000000002,-4.183000000000007,8.362000000000002,0.0
2014,3159,3382,-0.43000000000000005,0.10600000000000165,10.57,0.0
2014,3387,3434,0.22,-2.903000000000006,-11.495999999999995,1.0
2014,3340,3388,-0.45999999999999996,-12.554000000000002,6.542000000000002,0.0
2014,3450,3393,-0.19499999999999995,0.6980000000000075,11.643999999999998,0.0
2014,3400,3427,0.22299999999999992,7.428999999999995,-6.811999999999998,1.0
2014,3410,3403,0.222,4.312000000000012,-1.9809999999999945,0.0
2014,3290,3405,-0.2,-8.233000000000004,3.8689999999999998,0.0
2014,3377,3414,0.051000000000000045,3.432000000000002,2.019999999999996,0.0
2014,3201,3425,0.04299999999999993,3.1230000000000047,0.5489999999999924,0.0
2014,3437,3180,0.249,5.147999999999996,1.7269999999999968,1.0
2014,3457,3158,0.20200000000000007,0.09100000000000819,-10.563000000000002,1.0
2014,3458,3179,-0.18600000000000005,-5.548000000000002,-4.018999999999991,1.0
2014,3283,3117,-0.21500000000000002,-6.133999999999986,4.224000000000004,0.0
2014,3273,3125,0.09599999999999992,-0.6770000000000067,-3.3219999999999885,0.0
2014,3369,3133,0.05399999999999999,-6.524000000000001,-10.331000000000003,0.0
2014,3163,3390,0.09400000000000008,5.112000000000009,-13.093999999999994,1.0
2014,3436,3171,0.05400000000000002,5.930999999999997,1.3460000000000036,0.0
2014,3205,3422,0.28400000000000003,0.8100000000000023,-7.614000000000004,1.0
2014,3224,3238,-0.14500000000000002,-4.680999999999997,-1.1769999999999925,1.0
2014,3244,3398,-0.179,-8.488000000000007,0.08800000000000807,1.0
2014,3250,3312,0.16899999999999998,11.482,5.494,1.0
2014,3456,3255,0.009000000000000008,5.3289999999999935,3.6289999999999907,0.0
2014,3346,3257,-0.246,-5.305999999999997,7.785000000000004,0.0
2014,3115,3266,-0.603,-15.954,5.292999999999992,0.0
2014,3293,3191,-0.13,4.722999999999999,8.137,1.0
2014,3301,3406,0.341,16.186999999999998,2.774000000000001,1.0
2014,3304,3104,0.3389999999999999,10.813000000000002,-5.770000000000003,1.0
2014,3277,3323,-0.29000000000000004,-13.206000000000003,2.9350000000000023,0.0
2014,3333,3167,0.07299999999999995,-3.864999999999995,-13.483000000000004,1.0
2014,3334,3413,0.10400000000000004,8.793000000000006,4.7960000000000065,1.0
2014,3411,3349,0.192,8.195,2.2730000000000103,0.0
2014,3380,3368,0.45100000000000007,4.283000000000001,-8.204999999999998,1.0
2014,3383,3119,-0.14100000000000001,1.0560000000000116,4.294000000000004,1.0
2014,3397,3314,0.1170000000000001,-1.7590000000000003,-2.561000000000007,1.0
2014,3317,3401,-0.38,-5.694000000000003,8.741,0.0
2014,3407,3197,-0.15399999999999991,8.13600000000001,10.078999999999994,1.0
2014,3408,3270,0.08799999999999997,1.806999999999988,-1.458999999999996,1.0
2014,3337,3417,-0.20600000000000004,1.485999999999997,7.51400000000001,0.0
2014,3435,3443,-0.129,-0.820999999999998,3.030000000000001,1.0
2014,3219,3438,0.22500000000000003,2.3869999999999862,2.096999999999994,0.0
2014,3330,3439,0.06599999999999989,3.8999999999999915,3.6999999999999957,0.0
2014,3399,3103,-0.33099999999999996,-15.397000000000006,0.01300000000000523,0.0
2014,3110,3271,0.43399999999999994,0.9819999999999922,-19.18699999999999,1.0
2014,3122,3356,0.11400000000000005,11.782999999999994,6.430999999999997,1.0
2014,3130,3220,-0.06399999999999995,3.9639999999999986,5.296999999999997,1.0
2014,3424,3140,-0.41200000000000003,-5.608000000000004,4.025000000000006,0.0
2014,3161,3160,0.21900000000000008,3.3619999999999948,-0.9350000000000023,0.0
2014,3166,3355,-0.11599999999999999,-4.6640000000000015,-3.6340000000000003,1.0
2014,3291,3172,0.09399999999999997,1.1559999999999917,-1.3430000000000035,0.0
2014,3111,3190,0.129,-3.038000000000004,-5.271000000000001,0.0
2014,3126,3195,-0.4309999999999999,-12.327999999999989,4.795000000000002,0.0
2014,3206,3287,-0.13499999999999995,5.754000000000005,6.189999999999998,1.0
2014,3434,3228,-0.08200000000000005,-2.5799999999999983,2.4609999999999985,0.0
2014,3231,3236,0.11899999999999994,-5.478000000000009,-9.718999999999994,1.0
2014,3183,3232,-0.21600000000000003,-2.4470000000000027,8.707999999999998,0.0
2014,3251,3241,-0.22699999999999998,-5.560999999999993,5.0830000000000055,0.0
2014,3102,3294,-0.42999999999999994,-9.628999999999998,10.580999999999989,0.0
2014,3296,3290,0.06700000000000006,0.4660000000000082,-7.433000000000007,1.0
2014,3320,3315,-0.1379999999999999,-0.7929999999999922,3.9309999999999903,1.0
2014,3332,3339,0.04999999999999999,25.63000000000001,21.52900000000001,1.0
2014,3344,3136,-0.31499999999999995,-2.542999999999992,5.635000000000005,1.0
2014,3352,3267,0.3599999999999999,7.883000000000003,-5.403000000000006,1.0
2014,3363,3365,0.01100000000000001,9.53200000000001,12.435999999999993,1.0
2014,3375,3379,-0.541,-17.019,0.6629999999999967,0.0
2014,3385,3233,-0.15100000000000013,-7.278000000000006,-5.123000000000005,1.0
2014,3396,3174,-0.18400000000000005,0.3470000000000084,6.107999999999997,1.0
2014,3412,3252,0.316,-1.5930000000000035,-19.251000000000005,1.0
2014,3416,3324,-0.08299999999999996,-12.405000000000001,-6.394999999999996,1.0
2014,3308,3431,-0.42600000000000005,-7.6499999999999915,6.384999999999991,0.0
2014,3450,3370,0.015000000000000013,1.9939999999999998,4.858999999999995,1.0
2014,3460,3275,0.491,18.917999999999992,2.075000000000003,1.0
2014,3176,3461,-0.33999999999999997,-4.0,10.372000000000014,0.0
2014,3262,3463,-0.31599999999999995,-0.570999999999998,16.744,0.0
2014,3116,3331,0.347,3.4239999999999924,-17.329,1.0
2014,3120,3240,0.09499999999999997,1.1730000000000018,-4.755000000000003,1.0
2014,3464,3138,-0.10400000000000009,2.1380000000000052,5.069000000000003,0.0
2014,3148,3348,0.18599999999999997,8.353000000000002,6.463000000000001,1.0
2014,3420,3164,-0.41000000000000003,-14.495000000000005,-2.1469999999999914,0.0
2014,3185,3139,0.019000000000000017,7.465999999999994,7.1780000000000115,1.0
2014,3189,3423,0.2919999999999999,10.580999999999989,-3.2099999999999937,1.0
2014,3199,3153,0.22600000000000003,17.42,5.612999999999992,1.0
2014,3131,3217,-0.38400000000000006,-12.172000000000004,0.6569999999999965,0.0
2014,3219,3367,0.14400000000000013,6.143999999999991,-1.3149999999999977,1.0
2014,3115,3234,-0.6910000000000001,-20.794999999999995,4.459999999999994,0.0
2014,3377,3235,-0.09999999999999998,1.733000000000004,9.932999999999993,0.0
2014,3188,3242,-0.03899999999999998,-1.5210000000000008,3.189000000000007,0.0
2014,3204,3246,-0.42700000000000005,-18.988999999999997,2.1400000000000006,0.0
2014,3150,3278,-0.125,-0.37300000000000466,3.7109999999999985,0.0
2014,3280,3238,0.03799999999999992,5.554000000000002,-6.538000000000004,1.0
2014,3283,3114,-0.14799999999999996,6.657000000000004,11.761000000000003,1.0
2014,3297,3229,0.253,3.2480000000000047,-3.5080000000000027,1.0
2014,3312,3306,-0.35,-3.5429999999999993,4.993000000000002,0.0
2014,3152,3321,-0.462,-16.714999999999996,8.277000000000001,0.0
2014,3222,3322,-0.41900000000000004,-10.032000000000004,4.129000000000005,0.0
2014,3237,3345,-0.03400000000000014,-4.689999999999998,-6.344000000000001,0.0
2014,3318,3353,-0.30999999999999994,-2.554000000000002,8.591000000000001,0.0
2014,3360,3113,0.014000000000000123,-0.9350000000000023,-5.433,1.0
2014,3395,3374,-0.0050000000000000044,-4.661999999999992,-10.305000000000007,0.0
2014,3239,3378,-0.16699999999999998,-3.733000000000004,6.433,0.0
2014,3402,3400,-0.17299999999999993,-6.0789999999999935,8.415000000000006,0.0
2014,3341,3401,-0.298,-4.9269999999999925,10.774000000000001,0.0
2014,3403,3307,-0.16000000000000006,-4.608000000000004,3.7849999999999966,1.0
2014,3361,3425,-0.21400000000000002,-3.117999999999995,2.9509999999999934,0.0
2014,3429,3258,0.183,4.8430000000000035,-1.2839999999999918,1.0
2014,3144,3448,0.11899999999999994,-4.440000000000005,-6.740000000000002,0.0
2014,3276,3462,0.32299999999999995,9.967000000000006,-3.096999999999994,0.0
2014,3265,3107,-0.05700000000000005,0.7950000000000017,4.707999999999998,0.0
2014,3119,3192,0.671,5.573999999999991,-16.92,1.0
2014,3124,3311,0.3460000000000001,16.5,-5.478999999999992,1.0
2014,3252,3125,-0.252,4.625,16.090000000000018,0.0
2014,3127,3137,-0.38500000000000006,-17.949999999999996,-3.745999999999995,0.0
2014,3181,3367,0.28500000000000003,13.709000000000003,-7.857999999999997,1.0
2014,3245,3182,-0.38,-13.838000000000008,5.368000000000009,0.0
2014,3105,3184,-0.35200000000000004,-2.1670000000000016,9.348000000000013,0.0
2014,3244,3205,-0.317,-4.177,7.847000000000008,0.0
2014,3430,3206,-0.05100000000000002,-4.313000000000002,-5.397999999999996,0.0
2014,3208,3273,0.1070000000000001,3.004000000000005,-5.665000000000006,1.0
2014,3309,3212,-0.31,-20.619999999999997,2.0,0.0
2014,3216,3259,0.252,5.670999999999999,0.22299999999999898,1.0
2014,3290,3228,0.023999999999999966,-6.216000000000008,-1.9449999999999932,0.0
2014,3230,3426,0.02899999999999997,-3.7490000000000094,-2.6430000000000007,1.0
2014,3427,3249,-0.15299999999999997,-8.350000000000001,-1.328000000000003,0.0
2014,3257,3261,0.269,9.269000000000005,-4.4110000000000085,1.0
2014,3263,3295,0.3899999999999999,-0.4830000000000041,-10.337999999999994,1.0
2014,3349,3270,-0.13400000000000006,-4.033000000000008,1.4329999999999927,0.0
2014,3277,3145,0.27699999999999997,15.152000000000001,0.2680000000000007,1.0
2014,3191,3281,-0.06700000000000006,-3.4339999999999975,1.0,0.0
2014,3300,3342,0.009000000000000008,5.57200000000001,10.055,1.0
2014,3308,3129,-0.20300000000000007,0.5100000000000051,5.582999999999998,1.0
2014,3433,3326,0.22399999999999998,9.376999999999995,0.26200000000000045,0.0
2014,3328,3211,-0.33100000000000007,1.6099999999999994,12.744,1.0
2014,3414,3337,0.32200000000000006,7.549000000000007,-2.9680000000000035,0.0
2014,3338,3123,-0.17400000000000004,-5.317,2.5019999999999953,1.0
2014,3254,3351,-0.16899999999999998,-4.116999999999997,-0.09399999999999409,0.0
2014,3369,3282,-0.023999999999999966,-10.305000000000007,-5.204999999999998,1.0
2014,3158,3376,-0.32300000000000006,-4.129000000000005,14.934999999999995,0.0
2014,3394,3381,-0.10399999999999998,-7.241,-4.723999999999997,0.0
2014,3393,3171,0.5309999999999999,17.447999999999993,-5.949999999999996,1.0
2014,3151,3397,0.06199999999999983,-8.656999999999996,-7.312999999999988,0.0
2014,3411,3223,0.23200000000000004,3.597999999999999,-3.2009999999999934,1.0
2014,3435,3175,0.399,9.129999999999995,-8.938000000000002,1.0
2014,3437,3250,0.314,-4.239000000000004,-13.854,1.0
2014,3196,3439,0.14599999999999996,10.429999999999993,7.028999999999989,0.0
2014,3178,3444,-0.24,3.346999999999994,11.167999999999992,0.0
2014,3284,3447,-0.057999999999999996,-6.969000000000001,-6.006,0.0
2014,3458,3454,0.07799999999999996,-3.8840000000000003,-9.83999999999999,1.0
2014,3459,3421,-0.15399999999999997,-1.8619999999999948,5.112000000000009,1.0
2014,3122,3117,-0.381,-4.709999999999994,11.530000000000001,0.0
2014,3132,3310,0.538,5.292999999999992,-14.183999999999997,1.0
2014,3108,3160,-0.2809999999999999,-15.838000000000008,5.932000000000002,0.0
2014,3163,3268,0.19999999999999996,-0.4609999999999985,-14.832999999999998,1.0
2014,3103,3173,-0.05700000000000005,0.7749999999999915,1.043999999999997,0.0
2014,3448,3174,-0.2,4.166000000000011,11.399999999999999,0.0
2014,3180,3344,0.251,-9.715000000000003,-18.860999999999997,1.0
2014,3456,3187,-0.44800000000000006,-9.828000000000003,6.137999999999998,0.0
2014,3380,3197,0.15900000000000014,0.76400000000001,-0.6080000000000041,0.0
2014,3143,3203,0.03299999999999992,-4.73299999999999,-3.6000000000000085,0.0
2014,3218,3450,0.052000000000000046,-9.649000000000001,-12.814999999999998,1.0
2014,3200,3220,0.31699999999999995,4.463999999999999,-8.974000000000004,0.0
2014,3225,3291,0.14800000000000002,3.180000000000007,-7.43,1.0
2014,3226,3227,-0.336,-8.722999999999999,0.4380000000000024,0.0
2014,3232,3231,0.04500000000000004,-5.471999999999994,-6.864999999999995,0.0
2014,3233,3334,0.268,-1.4899999999999949,-5.994,1.0
2014,3248,3162,0.253,4.131,-7.459999999999994,1.0
2014,3236,3260,0.13700000000000007,15.14200000000001,7.268999999999991,0.0
2014,3272,3460,-0.339,-20.334000000000003,-8.436000000000007,1.0
2014,3274,3292,-0.3460000000000001,2.2609999999999957,9.68500000000001,0.0
2014,3209,3299,-0.4059999999999999,1.539999999999992,17.754999999999995,0.0
2014,3304,3428,0.41899999999999993,16.064999999999998,-0.3549999999999969,1.0
2014,3253,3305,-0.03600000000000003,-1.608000000000004,-0.1419999999999959,0.0
2014,3347,3313,-0.22800000000000004,-5.458999999999996,-1.284000000000006,0.0
2014,3170,3333,-0.08799999999999997,12.882999999999996,21.80600000000001,0.0
2014,3339,3449,-0.10000000000000003,-4.299999999999997,-4.4339999999999975,1.0
2014,3355,3207,0.387,5.386999999999986,-3.161999999999992,1.0
2014,3358,3418,0.0,-0.25,3.429000000000002,1.0
2014,3451,3371,-0.39599999999999996,-4.475999999999999,5.730000000000004,0.0
2014,3453,3382,0.0029999999999998916,6.539999999999999,-0.9639999999999915,0.0
2014,3386,3455,-0.10200000000000009,0.6640000000000015,6.618000000000002,1.0
2014,3387,3183,-0.015000000000000013,-0.7139999999999986,-4.332999999999998,1.0
2014,3390,3142,0.32499999999999996,1.4329999999999927,-16.48700000000001,1.0
2014,3372,3391,-0.18099999999999994,-11.97699999999999,-5.317,0.0
2014,3133,3392,-0.483,3.855000000000004,20.711,0.0
2014,3407,3398,-0.0,10.482,8.033999999999992,0.0
2014,3363,3415,0.10700000000000001,9.25,12.535999999999987,0.0
2014,3416,3198,-0.12799999999999995,-12.498999999999995,-3.1499999999999915,1.0
2014,3368,3419,-0.09199999999999994,-2.151999999999987,3.7299999999999898,0.0
2014,3422,3354,0.0020000000000000018,7.923000000000002,8.623000000000005,1.0
2014,3452,3279,0.488,1.367999999999995,-16.995000000000005,1.0
2014,3457,3172,0.25,-0.25,-11.562000000000012,1.0
2014,3286,3461,-0.15700000000000003,1.320999999999998,8.75200000000001,0.0
